"","wbic","county","waterbody.name","event","year","month","sunnies","bluegill","crappie","bass","bullhead","suckerfish","trout","gizzard.shad","round.goby","cisco","pike","muskies","walleye","carp","sheapshead","perch","catfish","sculpin","stickleback","minnow","bigmouth.buffalo","pumpkinseed","drum","darter","dace","chub","redhorse","sunfish","golden.shiner","blowfin","dogfish","sturgeon","date","state","anthropogenic","infectious","summerkill","unknown","winterkill","acipenseridae","amiidae","catostomidae","centrarchidae","cottoidae","clupeidae","cyprinidae","esocidae","gasterosteidae","gobiidae","ictaluridae","percidae","salmonidae","sciaenidae","site","site_id","gnis_nm","lat","long","fish_families","fish_species"
"1","10000","milwaukee","kosciuszko park pond","78","2006",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-01-25","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","1000100","taylor","little rib lake","1794","2010",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-06-07","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4399,"nhd_14729152","little rib lake",45.32017534,-90.22446217,NA,NA
"3","1000700","columbia","long lake","689","2008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-07","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","1003300","oneida","maud lake","1127","2008",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"2008-04-24","wi",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1
"5","1006500","dane","mud lake","683","2008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-07","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3995,"nhd_13631635","mud lake",43.29014162,-89.66420811,NA,NA
"6","1008200","oneida","nose lake","1128","2008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-25","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3862,"nhd_13395207","nose lake",45.59962231,-89.57041893,NA,NA
"7","1009400","oneida","paradise lake","620","2007",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-06-14","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3573,"nhd_13394051","paradise lake",45.86159555,-89.43042857,1,1
"8","1015500","oneida","south two lakes","1224","2008",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-07-07","wi",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","1020400","oneida","sugar camp lake","782","2007",2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-08-21","wi",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","1021100","langlade","susan lake","1499","2004",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004-05-01","wi",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4332,"nhd_14726396","susan lake",45.34159136,-89.20103417,NA,NA
"11","10300","milwaukee","mcgovern park pond","605","2008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-10","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","10500","milwaukee","mitchell park pond","613","2008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-07","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","10500","milwaukee","mitchell park pond","76","2006",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-01-17","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","106900","waushara","pleasant lake","2299","2011",7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2011-06-10","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9611,"nhd_6866301","pleasant lake",43.98514307,-89.5519856,2,2
"15","11500","milwaukee","saveland park pond","568","2008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-08","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","11500","milwaukee","saveland park pond","80","2006",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-01-31","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","1178600","oneida","wildwood lake","614","2007",7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-06-08","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3784,"nhd_13394895","wildwood lake",45.6830021,-89.46425476,2,2
"18","117900","brown","fox river","2479","2011",11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2011-10-17","wi",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1
"19","117900","brown","fox river","2599","2012",8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012-03-13","wi",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1
"20","117900","brown","fox river","682","2008",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2008-04-22","wi",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,1,1
"21","117900","brown","fox river","722","2007",7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-06-14","wi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,1,1
"22","117900","outagamie","fox river","101","2006",11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2006-10-16","wi",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1
"23","117900","outagamie","fox river","1881","2010",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2010-08-30","wi",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1
"24","117900","outagamie","fox river","251","2007",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2007-05-18","wi",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,1,1
"25","117900","outagamie","fox river","2568","2012",5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012-01-03","wi",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1
"26","117900","outagamie","fox river","812","2007",11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-10-30","wi",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1
"27","1179900","columbia","wisconsin river","358","2007",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-21","wi",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","1179900","sauk","wisconsin river","3179","2012",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012-12-04","wi",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1
"29","1179900","sauk","wisconsin river","3278","2013",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013-04-10","wi",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1
"30","1179900","sauk","wisconsin river","3572","2013",10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013-11-20","wi",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1
"31","1179900","sauk","wisconsin river","99","2006",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-07-18","wi",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","1191600","vernon","jersey valley lake","40","2005",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-03-09","wi",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3976,"nhd_13623747","jersey valley lake 8",43.6917033,-90.79605026,NA,NA
"33","1192200","richland","unnamed single-line stream t11n-r2w-s8","2759","2011",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2011-04-27","wi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,1,1
"34","1220900","richland","willow creek","24","2004",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004-07-17","wi",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","1223000","richland","smith hollow creek","25","2004",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004-07-17","wi",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","1249000","dane","indian lake","1020","2008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-21","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3997,"nhd_13631701","indian lake",43.18961589,-89.63006558,NA,NA
"37","1255600","sauk","north branch honey creek","3513","2013",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-11-20","wi",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","1260600","columbia","lake wisconsin","2767","2012",6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012-07-09","wi",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3993,"nhd_13631537","lake wisconsin",43.37128488,-89.60326661,1,1
"39","1260600","columbia","lake wisconsin","3258","2013",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2013-04-10","wi",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3993,"nhd_13631537","lake wisconsin",43.37128488,-89.60326661,1,1
"40","1260600","columbia","lake wisconsin","696","2008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-04-24","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3993,"nhd_13631537","lake wisconsin",43.37128488,-89.60326661,NA,NA
"41","1261900","columbia","spring creek","26","2004",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004-06-28","wi",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","1263700","columbia","rowan creek","2439","2011",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-09-24","wi",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","1269100","columbia","tarrant lake","1493","2009",7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2009-06-12","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3985,"nhd_13630663","tarrant lake",43.54517315,-89.10391814,1,1
"44","1286100","sauk","hemlock slough","666","2008",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-31","wi",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4023,"nhd_13652612",NA,43.59037063,-90.14512286,NA,NA
"45","1288400","vernon","west branch baraboo river","105","2007",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-03-17","wi",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","1289700","vernon","field veterans memorial lake","95","2006",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2006-04-20","wi",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4020,"nhd_13652594","field veterans memorial lake",43.64752218,-90.34383424,1,1
"47","1289800","vernon","south branch creek","2119","2011",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-06-02","wi",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","1295400","sauk","delton lake","2074","2011",7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2011-06-09","wi",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4257,"nhd_14708596","lake delton",43.6000571,-89.77873047,2,2
"49","1295400","sauk","delton lake","2686","2012",9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012-05-17","wi",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4257,"nhd_14708596","lake delton",43.6000571,-89.77873047,2,2
"50","1295400","sauk","delton lake","3017","2012",6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012-07-26","wi",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4257,"nhd_14708596","lake delton",43.6000571,-89.77873047,1,1
"51","129800","winnebago","little lake butte des morts","1940","2011",4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2011-02-08","wi",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,459,"nhd_120052443",NA,44.01905395,-88.41003568,1,1
"52","129800","winnebago","little lake butte des morts","2623","2012",1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2012-04-13","wi",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,459,"nhd_120052443",NA,44.01905395,-88.41003568,2,3
"53","129800","winnebago","little lake butte des morts","305","2007",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-05-29","wi",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,459,"nhd_120052443",NA,44.01905395,-88.41003568,1,1
"54","130300","winnebago","fox river lock channel-menasha","253","2007",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-05-17","wi",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1
"55","131100","calumet","lake winnebago","1847","2010",9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2010-05-14","wi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,458,"nhd_120052443",NA,44.01905395,-88.41003568,1,1
"56","131100","calumet","lake winnebago","299","2007",9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-05-21","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,458,"nhd_120052443",NA,44.01905395,-88.41003568,1,1
"57","131100","calumet","lake winnebago","758","2007",7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-06-14","wi",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,458,"nhd_120052443",NA,44.01905395,-88.41003568,1,1
"58","131100","winnebago","lake winnebago","1864","2010",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2010-08-18","wi",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,458,"nhd_120052443",NA,44.01905395,-88.41003568,2,2
"59","131100","winnebago","lake winnebago","2621","2012",8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012-03-15","wi",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,458,"nhd_120052443",NA,44.01905395,-88.41003568,1,1
"60","131100","winnebago","lake winnebago","756","2007",6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-05","wi",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458,"nhd_120052443",NA,44.01905395,-88.41003568,NA,NA
"61","131200","calumet","unnamed single-line stream t20n-r18e-s36","799","2007",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-08-27","wi",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,1,1
"62","1342100","monroe","tomah lake","44","2005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-04-04","wi",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4260,"nhd_14710140","lake tomah",43.9816586,-90.52329629,NA,NA
"63","1342100","monroe","tomah lake","94","2006",6,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2006-07-10","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4260,"nhd_14710140","lake tomah",43.9816586,-90.52329629,1,1
"64","1373200","wood","east branch yellow river","2561","2011",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2011-08-25","wi",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1
"65","139900","winnebago","lake butte des morts","260","2007",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2007-05-22","wi",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9579,"nhd_6863055","lake butte des morts",44.06997615,-88.63849539,1,1
"66","139900","winnebago","lake butte des morts","260","2007",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2007-05-22","wi",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9580,"nhd_6863055","lake butte des morts",44.06997615,-88.63849539,1,1
"67","139900","winnebago","lake butte des morts","260","2007",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2007-05-22","wi",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9581,"nhd_6863055","lake butte des morts",44.06997615,-88.63849539,1,1
"68","139900","winnebago","lake butte des morts","399","2007",7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-06-05","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9579,"nhd_6863055","lake butte des morts",44.06997615,-88.63849539,1,1
"69","139900","winnebago","lake butte des morts","399","2007",7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-06-05","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9580,"nhd_6863055","lake butte des morts",44.06997615,-88.63849539,1,1
"70","139900","winnebago","lake butte des morts","399","2007",7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2007-06-05","wi",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9581,"nhd_6863055","lake butte des morts",44.06997615,-88.63849539,1,1
"71","139900","winnebago","lake butte des morts","757","2007",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2007-07-02","wi",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9579,"nhd_6863055","lake butte des morts",44.06997615,-88.63849539,1,1
"72","139900","winnebago","lake butte des morts","757","2007",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2007-07-02","wi",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9580,"nhd_6863055","lake butte des morts",44.06997615,-88.63849539,1,1
"73","139900","winnebago","lake butte des morts","757","2007",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2007-07-02","wi",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9581,"nhd_6863055","lake butte des morts",44.06997615,-88.63849539,1,1
"74","1406300","marathon","pike lake","1109","2008",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2008-04-25","wi",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4115,"nhd_14701628","pike lake",44.81506159,-89.35019157,2,2
