Site,site_id,Prmnn_I,GNIS_ID,GNIS_Nm,ReachCd,FType,FCode,Lat,Long
4067,nhd_14705748,14705748,,,7.07E+12,390,39004,44.21407104,-90.37608213
4068,nhd_14705752,14705752,,,7.07E+12,390,39004,44.20720084,-90.37535413
4069,nhd_14705758,14705758,,,7.07E+12,390,39004,44.20049483,-90.39921498
4070,nhd_14705762,14705762,,,7.07E+12,390,39004,44.19663014,-90.32847094
4071,nhd_14705774,14705774,,,7.07E+12,390,39004,44.19314411,-90.39361998
4072,nhd_14705778,14705778,,,7.07E+12,390,39004,44.19192818,-90.39043663
4073,nhd_14705782,14705782,,,7.07E+12,390,39004,44.18621942,-90.19751542
4074,nhd_14705786,14705786,1573748,Sawdust Marsh,7.07E+12,390,39004,44.18858555,-90.48407562
4075,nhd_14705788,14705788,,,7.07E+12,390,39004,44.1871692,-90.45191221
4076,nhd_14705806,14705806,,,7.07E+12,390,39004,44.16837068,-90.44673666
4077,nhd_14705808,14705808,,,7.07E+12,390,39004,44.17308605,-90.47089189
4078,nhd_14705810,14705810,,,7.07E+12,390,39004,44.17038291,-90.4651683
4079,nhd_14705814,14705814,,,7.07E+12,390,39004,44.16626701,-90.46962291
4080,nhd_14705830,14705830,1793624,Lake 1 8 Upper Reservoir 17.41,7.07E+12,390,39004,44.15569789,-90.44912693
4081,nhd_14705834,14705834,1577275,Wazeda Lake,7.07E+12,390,39004,44.15272888,-90.5185206
4082,nhd_14705838,14705838,,,7.07E+12,390,39004,44.1497886,-90.44582405
4083,nhd_14705842,14705842,,,7.07E+12,390,39004,44.14217235,-90.42803622
4084,nhd_14705844,14705844,1573840,Scott Flowage,7.07E+12,390,39004,44.14379869,-90.37848856
4085,nhd_14705850,14705850,,,7.07E+12,390,39004,44.1466361,-90.51560623
4086,nhd_14705864,14705864,,,7.07E+12,390,39004,44.14035626,-90.41575379
4087,nhd_14705866,14705866,,,7.07E+12,390,39004,44.13810733,-90.4427597
4088,nhd_14705868,14705868,,,7.07E+12,390,39004,44.14225145,-90.5150326
4089,nhd_14705870,14705870,,,7.07E+12,390,39004,44.1371882,-90.42603648
4090,nhd_14705872,14705872,,,7.07E+12,390,39004,44.13720782,-90.4094303
4091,nhd_14705874,14705874,,,7.07E+12,390,39004,44.13483869,-90.5013355
4092,nhd_14705888,14705888,1793628,5.46 Reservoir,7.07E+12,390,39004,44.12921029,-90.47588353
4093,nhd_14705890,14705890,,,7.07E+12,390,39004,44.1267826,-90.46264856
4094,nhd_14705902,14705902,,,7.07E+12,390,39004,44.12074729,-90.44187085
4095,nhd_14705906,14705906,,,7.07E+12,390,39004,44.12122687,-90.52607495
4096,nhd_14705908,14705908,,,7.07E+12,390,39004,44.11848284,-90.45247725
4097,nhd_14705916,14705916,,,7.07E+12,390,39004,44.09775834,-90.2528722
4098,nhd_14705926,14705926,1564254,Eagle Nest Flowage,7.07E+12,390,39004,44.07829522,-90.26348068
4099,nhd_14705938,14705938,1793123,Rynearson Flowage 1,7.07E+12,390,39004,44.05882383,-90.15855703
4100,nhd_14705958,14705958,,,7.07E+12,390,39004,44.05787088,-90.29172239
4101,nhd_14705966,14705966,1576284,Water Mill Pond,7.07E+12,390,39004,44.05614421,-90.46726871
4102,nhd_14705968,14705968,1575040,Suk and Cerney Flowage,7.07E+12,390,39004,44.04733453,-90.18086153
4103,nhd_14705980,14705980,,,7.07E+12,390,39004,44.04368479,-90.27025144
4104,nhd_14705984,14705984,,,7.07E+12,390,39004,44.04088416,-90.27444803
4105,nhd_14706028,14706028,,,7.07E+12,390,39004,44.00800618,-90.48124067
4106,nhd_14707150,14707150,,,7.07E+12,390,39004,44.35729172,-90.00491012
4107,nhd_14707160,14707160,,,7.07E+12,390,39004,44.34837602,-90.04576868
4108,nhd_14707216,14707216,,,7.07E+12,390,39004,44.30980446,-90.02833479
4109,nhd_14707226,14707226,,,7.07E+12,390,39004,44.27618374,-90.32005416
4110,nhd_14707234,14707234,,,7.07E+12,390,39004,44.26538136,-90.26449128
4111,nhd_14707238,14707238,,,7.07E+12,390,39004,44.2622192,-90.3630076
4112,nhd_14707240,14707240,,,7.07E+12,390,39004,44.25802527,-90.28853628
4113,nhd_14707256,14707256,,,7.07E+12,390,39004,44.23257619,-90.33848344
4114,nhd_14707266,14707266,1567514,Kingston Flowage,7.07E+12,390,39004,44.2080417,-90.28505686
4115,nhd_14707274,14707274,,,7.07E+12,390,39004,44.20996534,-90.32525337
4116,nhd_14707282,14707282,1561748,Big Lake,7.07E+12,390,39004,44.18575678,-90.30286813
4117,nhd_14707286,14707286,,,7.07E+12,390,39004,44.18686175,-90.44042956
4118,nhd_14707288,14707288,,,7.07E+12,390,39004,44.17446088,-90.30154884
4119,nhd_14707292,14707292,,,7.07E+12,390,39004,44.16714652,-90.29431361
4120,nhd_14707294,14707294,1561462,Beaver Flowage,7.07E+12,390,39004,44.16109944,-90.26509186
4121,nhd_14707302,14707302,,,7.07E+12,390,39004,44.16072535,-90.30863324
4122,nhd_14707304,14707304,,,7.07E+12,390,39004,44.1534661,-90.2912383
4123,nhd_14707320,14707320,,,7.07E+12,390,39004,44.12373191,-90.41136063
4124,nhd_14707324,14707324,,,7.07E+12,390,39004,44.1235436,-90.42968614
4125,nhd_14707328,14707328,,,7.07E+12,390,39004,44.12105947,-90.45958024
4126,nhd_14707342,14707342,,,7.07E+12,390,39004,44.07092935,-90.4154417
4127,nhd_14707344,14707344,,,7.07E+12,390,39004,44.08406293,-90.42063578
4128,nhd_14707348,14707348,,,7.07E+12,390,39004,44.0751491,-90.4093885
4129,nhd_14707352,14707352,,,7.07E+12,390,39004,44.06977006,-90.46335638
4130,nhd_14707356,14707356,,,7.07E+12,390,39004,44.05990674,-90.28380145
4131,nhd_14707358,14707358,,,7.07E+12,390,39004,44.06200646,-90.36823888
4132,nhd_14707360,14707360,,,7.07E+12,390,39004,44.06286552,-90.41568775
4133,nhd_14707362,14707362,,,7.07E+12,390,39004,44.06313809,-90.46887834
4134,nhd_14707368,14707368,,,7.07E+12,390,39004,44.04853897,-90.28396707
4135,nhd_14707378,14707378,,,7.07E+12,390,39004,44.04995099,-90.42902274
4136,nhd_14707394,14707394,,,7.07E+12,390,39004,44.01293292,-90.42714775
4137,nhd_14707898,14707898,,,7.07E+12,390,39004,44.17478633,-90.42361981
4138,nhd_14707904,14707904,,,7.07E+12,390,39004,44.07713949,-90.37025785
4139,nhd_14708476,14708476,1565333,Friendship Lake,7.07E+12,390,39004,43.97932819,-89.80808519
4140,nhd_14708526,14708526,1564394,Easton Lake,7.07E+12,390,39004,43.84061365,-89.798473
4141,nhd_14708556,14708556,1564889,Fawn Lake,7.07E+12,390,39004,43.72380898,-89.81413307
4142,nhd_14708584,14708584,1576397,Weeting Lake,4.03E+12,390,39004,43.63060304,-89.64112682
4143,nhd_14708586,14708586,1563413,Corning Lake,7.07E+12,390,39004,43.62302363,-89.65325749
4144,nhd_14708590,14708590,1564791,Lake of the Dells,7.07E+12,390,39004,43.61055023,-89.77785807
4145,nhd_14708596,14708596,1563894,Lake Delton,7.07E+12,390,39004,43.6000571,-89.77873047
4146,nhd_14708598,14708598,1561918,Lake Blass,7.07E+12,390,39004,43.59553352,-89.80838244
4147,nhd_14708610,14708610,1569585,Mirror Lake,7.07E+12,390,39004,43.56269261,-89.83463539
4148,nhd_14710140,14710140,1575495,Lake Tomah,7.07E+12,390,39004,43.9816586,-90.52329629
4149,nhd_14710144,14710144,,,7.07E+12,390,39004,43.97684513,-90.42666816
4150,nhd_14710158,14710158,,,7.07E+12,390,39004,43.96930011,-90.40113784
4151,nhd_14710186,14710186,1577372,New Lisbon Lake,7.07E+12,390,39004,43.88566188,-90.16295684
4152,nhd_14710220,14710220,1577265,Decorah Lake,7.07E+12,390,39004,43.80721163,-90.08491932
4153,nhd_14725484,14725484,1564979,Fischer Lake,7.07E+12,390,39004,45.27810316,-88.98334821
4154,nhd_14725496,14725496,1567892,Lawrence Lake,7.07E+12,390,39004,45.25950253,-88.98262005
4155,nhd_14726032,14726032,,,7.07E+12,390,39004,45.4834752,-89.64142864
4156,nhd_14726074,14726074,1575801,Twin Lakes,7.07E+12,390,39004,45.46557436,-89.65145339
4157,nhd_14726082,14726082,,,7.07E+12,390,39004,45.46180989,-89.64408864
4158,nhd_14726092,14726092,1561469,Beaver Lake,7.07E+12,390,39004,45.44846864,-89.67290617
4159,nhd_14726096,14726096,1568177,Little Bass Lake,7.07E+12,390,39004,45.44990722,-89.41566149
4160,nhd_14726104,14726104,1570911,Otter Lake,7.07E+12,390,39004,45.44701303,-89.42092084
4161,nhd_14726106,14726106,1571205,Perch Lake,7.07E+12,390,39004,45.44602026,-89.41528117
4162,nhd_14726108,14726108,1567333,Kaise Lake,7.07E+12,390,39004,45.44083479,-89.65624176
4163,nhd_14726112,14726112,1572394,Road Lake,7.07E+12,390,39004,45.43727613,-89.69412782
4164,nhd_14726114,14726114,1574880,Stevens Pond,7.07E+12,390,39004,45.44453801,-89.39066417
4165,nhd_14726120,14726120,1575829,Two Island Lake,7.07E+12,390,39004,45.44149843,-89.42025951
4166,nhd_14726136,14726136,1564996,Fish Lake,7.07E+12,390,39004,45.43302223,-89.44670691
4167,nhd_14726142,14726142,1574230,Skanawan Lake,7.07E+12,390,39004,45.42448625,-89.6544161
4168,nhd_14726146,14726146,1574891,Stewart Lake,7.07E+12,390,39004,45.42915846,-89.45316681
4169,nhd_14726148,14726148,1573908,Seven Island Lake,7.07E+12,390,39004,45.42469069,-89.46712211
4170,nhd_14726152,14726152,1566380,High Lake,7.07E+12,390,39004,45.42453357,-89.53336221
4171,nhd_14726154,14726154,1570827,Lake One,7.07E+12,390,39004,45.42675315,-89.41832525
4172,nhd_14726160,14726160,,,7.07E+12,390,39004,45.42394861,-89.45721114
4173,nhd_14726166,14726166,1568661,Lost Lake,7.07E+12,390,39004,45.42134875,-89.55977013
4174,nhd_14726172,14726172,,,7.07E+12,390,39004,45.42012377,-89.51922354
4175,nhd_14726180,14726180,1560820,Ament Lake,7.07E+12,390,39004,45.41735477,-89.51189331
4176,nhd_14726182,14726182,,,7.07E+12,390,39004,45.42041411,-89.36908352
4177,nhd_14726184,14726184,1561385,Bear Lake,7.07E+12,390,39004,45.41808454,-89.45228626
4178,nhd_14726186,14726186,1569558,Minito Lake,7.07E+12,390,39004,45.42230299,-89.26382528
4179,nhd_14726188,14726188,1565218,Fox Lake,7.07E+12,390,39004,45.4169303,-89.45692137
4180,nhd_14726190,14726190,,,7.07E+12,390,39004,45.41696315,-89.44106202
4181,nhd_14726194,14726194,1574154,Silver Lake,7.07E+12,390,39004,45.40946281,-89.62329549
4182,nhd_14726196,14726196,,,7.07E+12,390,39004,45.41592459,-89.46444871
4183,nhd_14726200,14726200,1562281,Bruce Lake,7.07E+12,390,39004,45.41124321,-89.52441237
4184,nhd_14726214,14726214,1571505,Pine Lake,7.07E+12,390,39004,45.41211139,-89.24767301
4185,nhd_14726222,14726222,1567617,Kordick Lake,7.07E+12,390,39004,45.40450813,-89.5193962
4186,nhd_14726228,14726228,1561468,Beaver Lake,7.07E+12,390,39004,45.40321244,-89.51161402
4187,nhd_14726230,14726230,1563505,Crane Foot Lake,7.07E+12,390,39004,45.40189226,-89.55494099
4188,nhd_14726232,14726232,1566746,Horseshoe Lake,7.07E+12,390,39004,45.40665713,-89.25142534
4189,nhd_14726248,14726248,1560717,Airhole Lake,7.07E+12,390,39004,45.39269938,-89.24431482
4190,nhd_14726252,14726252,,,7.07E+12,390,39004,45.38858267,-89.49985367
4191,nhd_14726256,14726256,,,7.07E+12,390,39004,45.38275868,-89.51191589
4192,nhd_14726258,14726258,,,7.07E+12,390,39004,45.38858195,-89.21978601
4193,nhd_14726264,14726264,1564156,Duck Lake,7.07E+12,390,39004,45.3806665,-89.24744681
4194,nhd_14726276,14726276,1569223,McGinnis Lake,7.07E+12,390,39004,45.37536837,-89.48623368
4195,nhd_14726278,14726278,,,7.07E+12,390,39004,45.37933087,-89.27515413
4196,nhd_14726282,14726282,1575547,Townline Lake,7.07E+12,390,39004,45.37724735,-89.29670754
4197,nhd_14726284,14726284,1575060,Summit Lake,7.07E+12,390,39004,45.37450514,-89.20725604
4198,nhd_14726286,14726286,1564229,Dynamite Lake,7.07E+12,390,39004,45.37219119,-89.27080306
4199,nhd_14726304,14726304,1563152,Clear Lake,7.07E+12,390,39004,45.36594776,-89.23220768
4200,nhd_14726308,14726308,1567714,Lady Lake,7.07E+12,390,39004,45.36777729,-89.19049007
4201,nhd_14726316,14726316,1564496,Elder Lake,7.07E+12,390,39004,45.36507708,-89.24147021
4202,nhd_14726320,14726320,1565793,Greater Bass Lake,7.07E+12,390,39004,45.35804698,-89.19402629
4203,nhd_14726322,14726322,1568763,Lower Wolf Lake,7.07E+12,390,39004,45.36316044,-89.27908456
4204,nhd_14726336,14726336,1561807,Birch Lake,7.07E+12,390,39004,45.35910756,-89.22225434
4205,nhd_14726340,14726340,1564424,Echo Lake,7.07E+12,390,39004,45.35277899,-89.47269943
4206,nhd_14726342,14726342,1565217,Fox Lake,7.07E+12,390,39004,45.35772359,-89.23791647
4207,nhd_14726348,14726348,,,7.07E+12,390,39004,45.35711264,-89.24831953
4208,nhd_14726352,14726352,1576285,Water Power Lake,7.07E+12,390,39004,45.35464,-89.20922692
4209,nhd_14726356,14726356,1562400,Bullhead Lake,7.07E+12,390,39004,45.353008,-89.26454032
4210,nhd_14726360,14726360,1568348,Little Partridge Lake,7.07E+12,390,39004,45.35195985,-89.27604437
4211,nhd_14726362,14726362,1571201,Perch Lake,7.07E+12,390,39004,45.35177419,-89.22342135
4212,nhd_14726372,14726372,1563816,Deep Wood Lake,7.07E+12,390,39004,45.34558068,-89.21284144
4213,nhd_14726374,14726374,1571071,Partridge Lake,7.07E+12,390,39004,45.34499561,-89.27433167
4214,nhd_14726378,14726378,,,7.07E+12,390,39004,45.34711674,-89.20217773
4215,nhd_14726384,14726384,1566735,Horseshoe Lake,7.07E+12,390,39004,45.34391302,-89.26849849
4216,nhd_14726388,14726388,1560758,Alga Lake,7.07E+12,390,39004,45.34424167,-89.2060079
4217,nhd_14726390,14726390,1568351,Little Pike Lake,7.07E+12,390,39004,45.34335034,-89.24301029
4218,nhd_14726396,14726396,1575135,Susan Lake,7.07E+12,390,39004,45.34159136,-89.20103417
4219,nhd_14726398,14726398,1568797,Luecks Lake,7.07E+12,390,39004,45.33344502,-89.59089022
4220,nhd_14726402,14726402,1572805,Saddlebag Lake,7.07E+12,390,39004,45.33804035,-89.26567214
4221,nhd_14726404,14726404,1564246,Eagle Lake,7.07E+12,390,39004,45.33527826,-89.25508608
4222,nhd_14726410,14726410,1570324,Noboken Lake,7.07E+12,390,39004,45.33559382,-89.14632934
4223,nhd_14726412,14726412,1563392,Copper Lake,7.07E+12,390,39004,45.32503479,-89.61381335
4224,nhd_14726414,14726414,,,7.07E+12,390,39004,45.33282106,-89.24460241
4225,nhd_14726420,14726420,,,7.07E+12,390,39004,45.33104851,-89.23987689
4226,nhd_14726422,14726422,1793446,New Wood Flowage,7.07E+12,390,39004,45.31387875,-89.94248977
4227,nhd_14726430,14726430,1567055,Jack Lake,7.07E+12,390,39004,45.32993958,-89.0977686
4228,nhd_14726440,14726440,,,7.07E+12,390,39004,45.32541746,-89.24684753
4229,nhd_14726446,14726446,1574329,Snag Lake,7.07E+12,390,39004,45.32385299,-89.21625813
4230,nhd_14726448,14726448,1562013,Bogus Lake,7.07E+12,390,39004,45.32507555,-89.19194657
4231,nhd_14726454,14726454,1574771,Squaw Lake,7.07E+12,390,39004,45.32268448,-89.20820527
4232,nhd_14726456,14726456,1566733,Horseshoe Lake,7.07E+12,390,39004,45.31263972,-89.63043468
4233,nhd_14726458,14726458,1575010,Sucker Lake,7.07E+12,390,39004,45.32056825,-89.24511809
4234,nhd_14726464,14726464,1563543,Crooked Lake,7.07E+12,390,39004,45.31919949,-89.20468072
4235,nhd_14726466,14726466,1565388,Game Lake,7.07E+12,390,39004,45.32041353,-89.0904654
4236,nhd_14726476,14726476,1576000,Upper Ventor Lake,7.07E+12,390,39004,45.31930566,-89.05306662
4237,nhd_14726478,14726478,,,7.07E+12,390,39004,45.30747663,-89.63638358
4238,nhd_14726480,14726480,1575708,Tug Lake,7.07E+12,390,39004,45.30290586,-89.7006559
4239,nhd_14726486,14726486,1575383,Thompson Lake,7.07E+12,390,39004,45.30452768,-89.64235937
4240,nhd_14726488,14726488,1568721,Lower Clear Lake,7.07E+12,390,39004,45.31127795,-89.19718576
4241,nhd_14726490,14726490,1566702,Horn Lake,7.07E+12,390,39004,45.30435939,-89.63395057
4242,nhd_14726492,14726492,,,7.07E+12,390,39004,45.30503268,-89.609568
4243,nhd_14726494,14726494,,,7.07E+12,390,39004,45.31407169,-89.16930992
4244,nhd_14726496,14726496,1570803,Olivotti Lake,7.07E+12,390,39004,45.29926133,-89.72417815
4245,nhd_14726498,14726498,,,7.07E+12,390,39004,45.31109545,-89.23018031
4246,nhd_14726502,14726502,1566378,High Lake,7.07E+12,390,39004,45.31224413,-89.11455597
4247,nhd_14726504,14726504,1576056,Ventor Lake,7.07E+12,390,39004,45.31167809,-89.0491362
4248,nhd_14726506,14726506,1568716,Lower Bass Lake,7.07E+12,390,39004,45.3052228,-89.19162217
4249,nhd_14726508,14726508,1567861,Larson Lake,7.07E+12,390,39004,45.29929625,-89.6614904
4250,nhd_14726510,14726510,1575842,Typner Lake,7.07E+12,390,39004,45.30810952,-89.20552323
4251,nhd_14726514,14726514,1568708,Low Lake,7.07E+12,390,39004,45.30936842,-89.11852475
4252,nhd_14726518,14726518,1571169,Pence Lake,7.07E+12,390,39004,45.30808938,-89.06185979
4253,nhd_14726528,14726528,1561873,Black Oak Lake,7.07E+12,390,39004,45.29974649,-89.21447689
4254,nhd_14726532,14726532,1568552,Long Lake,7.07E+12,390,39004,45.29853979,-89.20493049
4255,nhd_14726544,14726544,1560875,Anient Lake,7.07E+12,390,39004,45.29121719,-89.61491878
4256,nhd_14726546,14726546,1567573,Knight Lake,7.07E+12,390,39004,45.28969106,-89.64200794
4257,nhd_14726554,14726554,,,7.07E+12,390,39004,45.29766182,-89.19668883
4258,nhd_14726556,14726556,,,7.07E+12,390,39004,45.29927495,-89.13448842
4259,nhd_14726558,14726558,1575074,Sunfish Lake,7.07E+12,390,39004,45.29754594,-89.18840399
4260,nhd_14726560,14726560,1561837,Black Alder Lake,7.07E+12,390,39004,45.28559212,-89.65634733
4261,nhd_14726562,14726562,,,7.07E+12,390,39004,45.2947374,-89.18433002
4262,nhd_14726564,14726564,,,7.07E+12,390,39004,45.29513018,-89.18796607
4263,nhd_14726566,14726566,1572534,Rogers Lake,7.07E+12,390,39004,45.29557297,-89.10673047
4264,nhd_14726574,14726574,1560673,Ackerman Lake,7.07E+12,390,39004,45.28291282,-89.63360267
4265,nhd_14726584,14726584,,,7.07E+12,390,39004,45.29070086,-89.19856925
4266,nhd_14726590,14726590,1570161,Nelson Lake,7.07E+12,390,39004,45.2795388,-89.62778427
4267,nhd_14726592,14726592,1567481,Kimball Lake,7.07E+12,390,39004,45.28993996,-89.16170912
4268,nhd_14726600,14726600,,,7.07E+12,390,39004,45.28502589,-89.16323886
4269,nhd_14726602,14726602,1562083,Borth Lake,7.07E+12,390,39004,45.28298101,-89.16918355
4270,nhd_14726608,14726608,1570657,Oak Lake,7.07E+12,390,39004,45.27457852,-89.61317987
4271,nhd_14726610,14726610,1571261,Peters Lake,7.07E+12,390,39004,45.28375653,-89.04997134
4272,nhd_14726614,14726614,1560858,Anderson Lake,7.07E+12,390,39004,45.2781335,-89.1020917
4273,nhd_14726624,14726624,,,7.07E+12,390,39004,45.27381676,-89.10573521
4274,nhd_14726628,14726628,1574471,South Neva Lake,7.07E+12,390,39004,45.26912079,-89.10252039
4275,nhd_14726642,14726642,1792868,Ormsby Pond 18,7.07E+12,390,39004,45.25839741,-89.25442653
4276,nhd_14726650,14726650,,,7.07E+12,390,39004,45.2213975,-89.87431965
4277,nhd_14726662,14726662,1571242,Lake Pesobic,7.07E+12,390,39004,45.21276817,-89.68026505
4278,nhd_14729114,14729114,,,7.07E+12,390,39004,45.40607552,-90.16354862
4279,nhd_14729130,14729130,1572898,Saint Clair Lake,7.07E+12,390,39004,45.36832028,-90.16170365
4280,nhd_14729136,14729136,1567094,James Lake,7.07E+12,390,39004,45.35503437,-90.22728949
4281,nhd_14729142,14729142,1576968,Wood Lake,7.07E+12,390,39004,45.3357138,-90.07870845
4282,nhd_14729146,14729146,1567409,Kennedy Lake,7.07E+12,390,39004,45.32476072,-90.22350229
4283,nhd_14729148,14729148,1792576,1 Reservoir,7.07E+12,390,39004,45.31820955,-90.0556164
4284,nhd_14729152,14729152,1568377,Little Rib Lake,7.07E+12,390,39004,45.32017534,-90.22446217
4285,nhd_14729154,14729154,1572236,Rib Lake,7.07E+12,390,39004,45.31435468,-90.19803571
4286,nhd_14729168,14729168,1580739,Wellington Lake,7.07E+12,390,39004,45.29503875,-90.25388758
4287,nhd_14729180,14729180,1579763,Lost Lake,7.05E+12,390,39004,45.29019878,-90.56070832
4288,nhd_14729246,14729246,1579357,Grassy Knoll Lake,7.04E+12,390,39004,45.21981279,-90.42992723
4289,nhd_14729278,14729278,1580179,Polack Lake,7.05E+12,390,39004,45.18095479,-90.61935574
4290,nhd_14730086,14730086,1564404,Eau Claire Flowage,7.07E+12,390,39009,44.92151568,-89.63329825
4291,nhd_14730156,14730156,1564133,Lake Du Bay,7.07E+12,390,39009,44.74802475,-89.85301031
4292,nhd_14730196,14730196,1565013,Fisher Flowage,7.07E+12,390,39004,44.72948324,-89.876293
4293,nhd_14730206,14730206,1570488,North Rice Lake,7.07E+12,390,39004,44.71489215,-89.93419384
4294,nhd_14730212,14730212,1570448,North Honey Island Flowage,7.07E+12,390,39004,44.71311724,-89.88536669
4295,nhd_14730218,14730218,1574326,Smoky Hill Flowage,7.07E+12,390,39004,44.71071744,-89.91003397
4296,nhd_14730228,14730228,1576516,West Honey Island Flowage,7.07E+12,390,39004,44.70464633,-89.90950843
4297,nhd_14730230,14730230,,,7.07E+12,390,39004,44.6999509,-89.88124786
4298,nhd_14730234,14730234,1572075,Rangeline Flowage,7.07E+12,390,39004,44.69991887,-89.9680691
4299,nhd_14730236,14730236,1571764,Ten Pool,7.07E+12,390,39004,44.69661756,-89.91995655
4300,nhd_14730248,14730248,1571756,Pool Five,7.07E+12,390,39004,44.69432139,-89.7883741
4301,nhd_14730272,14730272,1564133,Lake Du Bay,7.07E+12,390,39004,44.68045241,-89.7381612
4302,nhd_14731992,14731992,1564133,Lake Du Bay,7.07E+12,390,39004,44.78820399,-89.7080383
4303,nhd_14731996,14731996,1564133,Lake Du Bay,7.07E+12,390,39009,44.69944746,-89.69089156
4304,nhd_14732000,14732000,1575289,Teal Flowage,7.07E+12,390,39004,44.72262984,-89.88052651
4305,nhd_14732002,14732002,1570511,North Townline Flowage,7.07E+12,390,39004,44.71341015,-89.84733396
4306,nhd_14732004,14732004,1574483,South Rice Lake,7.07E+12,390,39004,44.70597308,-89.93254011
4307,nhd_14732006,14732006,1575546,Townline Flowage,7.07E+12,390,39004,44.706696,-89.83689879
4308,nhd_14732012,14732012,1575551,Townline Reservoir,7.07E+12,390,39004,44.69164441,-89.81599601
4309,nhd_14732708,14732708,,,7.07E+12,390,39004,44.73695204,-90.20816712
4310,nhd_14732710,14732710,,,7.07E+12,390,39004,44.72768749,-90.1901859
4311,nhd_14767114,14767114,,,7.12E+12,390,39004,43.1573006,-88.17132423
4312,nhd_14767156,14767156,1792297,Pewaukee Lake 27.6,7.12E+12,390,39004,43.07286156,-88.3067944
4313,nhd_14767210,14767210,,,7.12E+12,390,39004,43.03918829,-88.3168866
4314,nhd_14767628,14767628,1792289,Saylesville Millpond 26,7.12E+12,390,39004,42.95180159,-88.32707746
4315,nhd_14767666,14767666,1792888,Little Muskego Lake 11.6,7.12E+12,390,39009,42.91375073,-88.14320126
4316,nhd_14767668,14767668,1574685,Spring Lake,7.12E+12,390,39004,42.91464765,-88.37224144
4317,nhd_14767684,14767684,,,7.12E+12,390,39004,42.89626341,-88.11701108
4318,nhd_14767688,14767688,1570059,Muskego Lake,7.12E+12,390,39009,42.87653543,-88.11299452
4319,nhd_14767708,14767708,1571284,Phantom Lake,7.12E+12,390,39004,42.85940336,-88.34744996
4320,nhd_14767716,14767716,,,7.12E+12,390,39004,42.86069141,-88.39160998
4321,nhd_14767720,14767720,1564260,Eagle Spring Lake,7.12E+12,390,39004,42.85195865,-88.44125844
4322,nhd_14767736,14767736,,,7.12E+12,390,39004,42.8490153,-88.35070508
4323,nhd_14767742,14767742,1572046,Rainbow Springs Lake,7.12E+12,390,39004,42.84690811,-88.4175322
4324,nhd_14767756,14767756,1563906,Lake Denoon,7.12E+12,390,39004,42.84661882,-88.1691578
4325,nhd_14767784,14767784,1851302,Mill Lake,7.12E+12,390,39004,42.82198748,-88.38836469
4326,nhd_14767786,14767786,1568801,Lulu Lake,7.12E+12,390,39004,42.83305212,-88.44958871
4327,nhd_14767794,14767794,1568535,Long Lake,7.12E+12,390,39009,42.83027208,-88.17310066
4328,nhd_14767798,14767798,1793560,Wind Lake 35,7.12E+12,390,39009,42.82377243,-88.14118428
4329,nhd_14767802,14767802,1575438,Tichigan Lake,7.12E+12,390,39009,42.80501861,-88.21805207
4330,nhd_14767814,14767814,1575188,Swift Lake,7.12E+12,390,39004,42.81769705,-88.51294818
4331,nhd_14767816,14767816,1571844,Potter Lake,7.12E+12,390,39004,42.81689052,-88.34787365
4332,nhd_14767820,14767820,1576303,Waubeesee Lake,7.12E+12,390,39004,42.81687899,-88.16826011
4333,nhd_14767826,14767826,1571259,Peters Lake,7.12E+12,390,39004,42.81314679,-88.51700285
4334,nhd_14767828,14767828,1571314,Pickerel Lake,7.12E+12,390,39004,42.81055196,-88.43902525
4335,nhd_14767830,14767830,1560949,Army Lake,7.12E+12,390,39004,42.80958964,-88.38041226
4336,nhd_14767836,14767836,1575163,Swan Lake,7.12E+12,390,39004,42.80459108,-88.4199643
4337,nhd_14767842,14767842,1562074,Booth Lake,7.12E+12,390,39004,42.8008364,-88.42954665
4338,nhd_14767844,14767844,1561826,Bisanabi Lake,7.12E+12,390,39004,42.8042303,-88.18420408
4339,nhd_14767864,14767864,1571609,Pleasant Lake,7.12E+12,390,39004,42.78784951,-88.55202059
4340,nhd_14767870,14767870,1569423,Middle Lake,7.12E+12,390,39004,42.77099818,-88.56745608
4341,nhd_14767874,14767874,,,7.12E+12,390,39004,42.78155457,-88.41165362
4342,nhd_14767894,14767894,1576188,Lake Wandawega,7.12E+12,390,39004,42.74328155,-88.56702247
4343,nhd_14767902,14767902,1574129,Silver Lake,7.12E+12,390,39004,42.72622844,-88.5708049
4344,nhd_14767914,14767914,1792275,Honey Lake 70,7.12E+12,390,39004,42.71457902,-88.31045371
4345,nhd_14767918,14767918,1568534,Long Lake,7.12E+12,390,39004,42.70993088,-88.26736051
4346,nhd_14767920,14767920,1562226,Brock Lake,7.12E+12,390,39004,42.71407502,-88.25537379
4347,nhd_14767924,14767924,1564252,Eagle Lake,7.12E+12,390,39004,42.70332979,-88.12527081
4348,nhd_14767926,14767926,1567920,Leda Lake,7.12E+12,390,39004,42.70241314,-88.2789671
4349,nhd_14767930,14767930,1562273,Browns Lake,7.12E+12,390,39004,42.68771002,-88.24251678
4350,nhd_14767934,14767934,1564430,Echo Lake,7.12E+12,390,39004,42.68555153,-88.28370285
4351,nhd_14767942,14767942,1572485,Rockland Lake,7.12E+12,390,39004,42.67654255,-88.25261507
4352,nhd_14767980,14767980,1562027,Bohner Lake,7.12E+12,390,39004,42.62777381,-88.28284294
